,Date,Stock
189,2019-03-09,354.22999572753906
190,2019-03-10,356.5449905395508
191,2019-03-11,358.8599853515625
192,2019-03-12,356.2699890136719
193,2019-03-13,361.2099914550781
194,2019-03-14,358.82000732421875
195,2019-03-15,361.4599914550781
196,2019-03-16,362.4499969482422
197,2019-03-17,362.9449996948242
198,2019-03-18,363.4400024414063
199,2019-03-19,358.7799987792969
200,2019-03-20,375.2200012207031
201,2019-03-21,377.8699951171875
202,2019-03-22,361.010009765625
203,2019-03-23,363.62001037597656
204,2019-03-24,364.92501068115234
205,2019-03-25,366.2300109863281
206,2019-03-26,359.9700012207031
207,2019-03-27,353.3699951171875
208,2019-03-28,354.6099853515625
209,2019-03-29,356.55999755859375
210,2019-03-30,361.75999450683594
211,2019-03-31,364.35999298095703
212,2019-04-01,366.9599914550781
213,2019-04-02,367.7200012207031
214,2019-04-03,369.75
215,2019-04-04,367.8800048828125
216,2019-04-05,365.489990234375
217,2019-04-06,363.4499969482422
218,2019-04-07,362.4300003051758
219,2019-04-08,361.4100036621094
220,2019-04-09,364.7099914550781
221,2019-04-10,363.9200134277344
222,2019-04-11,367.6499938964844
223,2019-04-12,351.1400146484375
224,2019-04-13,350.0050048828125
225,2019-04-14,349.4375
226,2019-04-15,348.8699951171875
227,2019-04-16,359.4599914550781
228,2019-04-17,354.739990234375
229,2019-04-18,360.3500061035156
230,2019-04-19,368.8450012207031
231,2019-04-20,373.0924987792969
232,2019-04-21,375.21624755859375
233,2019-04-22,377.3399963378906
234,2019-04-23,381.8900146484375
235,2019-04-24,374.2300109863281
236,2019-04-25,368.3299865722656
237,2019-04-26,374.8500061035156
238,2019-04-27,373.3399963378906
239,2019-04-28,372.5849914550781
240,2019-04-29,371.8299865722656
241,2019-04-30,370.5400085449219
242,2019-05-01,378.80999755859375
243,2019-05-02,379.05999755859375
244,2019-05-03,385.0299987792969
245,2019-05-04,381.8500061035156
246,2019-05-05,380.260009765625
247,2019-05-06,378.6700134277344
248,2019-05-07,370.4599914550781
249,2019-05-08,364.3699951171875
250,2019-05-09,362.75
251,2019-05-10,361.0400085449219
252,2019-05-11,353.15000915527344
253,2019-05-12,349.2050094604492
254,2019-05-13,345.260009765625
255,2019-05-14,345.6099853515625
256,2019-05-15,354.989990234375
257,2019-05-16,359.30999755859375
258,2019-05-17,354.45001220703125
259,2019-05-18,351.2799987792969
260,2019-05-19,349.6949920654297
261,2019-05-20,348.1099853515625
262,2019-05-21,354.2699890136719
263,2019-05-22,359.7300109863281
264,2019-05-23,352.2099914550781
265,2019-05-24,354.3900146484375
266,2019-05-25,354.7250061035156
267,2019-05-26,354.8925018310547
268,2019-05-27,354.9762496948242
269,2019-05-28,355.05999755859375
270,2019-05-29,349.19000244140625
271,2019-05-30,351.8500061035156
272,2019-05-31,343.2799987792969
273,2019-06-01,339.9550018310547
274,2019-06-02,338.2925033569336
275,2019-06-03,336.6300048828125
276,2019-06-04,353.3999938964844
277,2019-06-05,355.7300109863281
278,2019-06-06,357.1300048828125
279,2019-06-07,360.8699951171875
280,2019-06-08,356.44000244140625
281,2019-06-09,354.2250061035156
282,2019-06-10,352.010009765625
283,2019-06-11,351.2699890136719
284,2019-06-12,345.55999755859375
285,2019-06-13,343.42999267578125
286,2019-06-14,339.7300109863281
287,2019-06-15,345.1750030517578
288,2019-06-16,347.89749908447266
289,2019-06-17,350.6199951171875
290,2019-06-18,357.1199951171875
291,2019-06-19,363.5199890136719
292,2019-06-20,365.2099914550781
293,2019-06-21,369.2099914550781
294,2019-06-22,370.125
295,2019-06-23,370.58250427246094
296,2019-06-24,371.0400085449219
297,2019-06-25,360.2999877929688
298,2019-06-26,362.20001220703125
299,2019-06-27,370.0199890136719
300,2019-06-28,367.3200073242188
301,2019-06-29,370.9600067138672
302,2019-06-30,372.7800064086914
303,2019-07-01,374.6000061035156
304,2019-07-02,375.42999267578125
305,2019-07-03,381.7200012207031
306,2019-07-04,381.13499450683594
307,2019-07-05,380.5499877929688
308,2019-07-06,378.35499572753906
309,2019-07-07,377.2574996948242
310,2019-07-08,376.1600036621094
311,2019-07-09,379.92999267578125
312,2019-07-10,381.0
313,2019-07-11,379.5
314,2019-07-12,373.25
315,2019-07-13,369.9250030517578
316,2019-07-14,368.2625045776367
317,2019-07-15,366.6000061035156
318,2019-07-16,365.989990234375
319,2019-07-17,362.4400024414063
320,2019-07-18,325.2099914550781
321,2019-07-19,315.1000061035156
322,2019-07-20,312.86000061035156
323,2019-07-21,311.73999786376953
324,2019-07-22,310.6199951171875
325,2019-07-23,307.29998779296875
326,2019-07-24,317.94000244140625
327,2019-07-25,326.4599914550781
328,2019-07-26,335.7799987792969
329,2019-07-27,334.24000549316406
330,2019-07-28,333.47000885009766
331,2019-07-29,332.70001220703125
332,2019-07-30,325.92999267578125
333,2019-07-31,322.989990234375
334,2019-08-01,319.5
335,2019-08-02,318.8299865722656
336,2019-08-03,313.22999572753906
337,2019-08-04,310.4300003051758
338,2019-08-05,307.6300048828125
339,2019-08-06,310.1000061035156
340,2019-08-07,304.2900085449219
341,2019-08-08,315.8999938964844
342,2019-08-09,308.92999267578125
343,2019-08-10,309.87998962402344
344,2019-08-11,310.35498809814453
345,2019-08-12,310.8299865722656
346,2019-08-13,312.2799987792969
347,2019-08-14,299.1099853515625
348,2019-08-15,295.760009765625
349,2019-08-16,302.79998779296875
350,2019-08-17,306.0899963378906
351,2019-08-18,307.73500061035156
352,2019-08-19,309.3800048828125
353,2019-08-20,298.989990234375
354,2019-08-21,297.80999755859375
355,2019-08-22,296.92999267578125
356,2019-08-23,291.44000244140625
357,2019-08-24,293.2100067138672
358,2019-08-25,294.09500885009766
359,2019-08-26,294.9800109863281
360,2019-08-27,291.0299987792969
361,2019-08-28,291.7699890136719
362,2019-08-29,296.7799987792969
363,2019-08-30,293.75
364,2019-08-31,291.52000427246094
365,2019-09-01,290.4050064086914
366,2019-09-02,289.84750747680664
367,2019-09-03,289.2900085449219
368,2019-09-04,291.5199890136719
369,2019-09-05,293.25
370,2019-09-06,290.1700134277344
371,2019-09-07,292.2550048828125
372,2019-09-08,293.29750061035156
373,2019-09-09,294.3399963378906
374,2019-09-10,287.989990234375
375,2019-09-11,288.2699890136719
376,2019-09-12,288.8599853515625
377,2019-09-13,294.1499938964844
378,2019-09-14,294.2200012207031
379,2019-09-15,294.2550048828125
380,2019-09-16,294.2900085449219
381,2019-09-17,298.6000061035156
382,2019-09-18,291.55999755859375
383,2019-09-19,286.6000061035156
384,2019-09-20,270.75
385,2019-09-21,268.3350067138672
386,2019-09-22,267.1275100708008
387,2019-09-23,265.92001342773443
388,2019-09-24,254.58999633789062
389,2019-09-25,264.75
390,2019-09-26,263.3099975585937
391,2019-09-27,263.07998657226557
392,2019-09-28,265.34999084472656
393,2019-09-29,266.48499298095703
394,2019-09-30,267.6199951171875
395,2019-10-01,269.57998657226557
396,2019-10-02,268.02999877929693
397,2019-10-03,268.14999389648443
398,2019-10-04,272.79000854492193
399,2019-10-05,273.625
400,2019-10-06,274.04249572753906
401,2019-10-07,274.45999145507807
402,2019-10-08,270.72000122070307
403,2019-10-09,267.52999877929693
404,2019-10-10,280.48001098632807
405,2019-10-11,282.92999267578125
406,2019-10-12,284.22999572753906
407,2019-10-13,284.87999725341797
408,2019-10-14,285.5299987792969
409,2019-10-15,284.25
410,2019-10-16,286.2799987792969
411,2019-10-17,293.3500061035156
412,2019-10-18,275.29998779296875
413,2019-10-19,276.67498779296875
414,2019-10-20,277.36248779296875
415,2019-10-21,278.04998779296875
416,2019-10-22,266.69000244140625
417,2019-10-23,271.26998901367193
418,2019-10-24,271.5
419,2019-10-25,276.82000732421875
420,2019-10-26,279.3399963378906
421,2019-10-27,280.59999084472656
422,2019-10-28,281.8599853515625
423,2019-10-29,281.20999145507807
424,2019-10-30,291.45001220703125
425,2019-10-31,287.4100036621094
426,2019-11-01,286.80999755859375
427,2019-11-02,289.8349914550781
428,2019-11-03,291.3474884033203
429,2019-11-04,292.8599853515625
430,2019-11-05,288.0299987792969
431,2019-11-06,288.5899963378906
432,2019-11-07,289.57000732421875
433,2019-11-08,291.57000732421875
434,2019-11-09,292.875
435,2019-11-10,293.5274963378906
436,2019-11-11,294.17999267578125
437,2019-11-12,292.010009765625
438,2019-11-13,283.1099853515625
439,2019-11-14,289.6199951171875
440,2019-11-15,295.0299987792969
441,2019-11-16,298.8000030517578
442,2019-11-17,300.6850051879883
443,2019-11-18,302.57000732421875
444,2019-11-19,302.6000061035156
445,2019-11-20,305.1600036621094
446,2019-11-21,311.69000244140625
447,2019-11-22,310.4800109863281
448,2019-11-23,313.01499938964844
449,2019-11-24,314.2824935913086
450,2019-11-25,315.54998779296875
451,2019-11-26,312.489990234375
452,2019-11-27,315.92999267578125
453,2019-11-28,315.2949981689453
454,2019-11-29,314.6600036621094
455,2019-11-30,312.3249969482422
456,2019-12-01,311.1574935913086
457,2019-12-02,309.989990234375
458,2019-12-03,306.1600036621094
459,2019-12-04,304.32000732421875
460,2019-12-05,302.8599853515625
461,2019-12-06,307.3500061035156
462,2019-12-07,304.9250030517578
463,2019-12-08,303.7125015258789
464,2019-12-09,302.5
465,2019-12-10,293.1199951171875
466,2019-12-11,298.92999267578125
467,2019-12-12,298.44000244140625
468,2019-12-13,298.5
469,2019-12-14,301.35499572753906
470,2019-12-15,302.7824935913086
471,2019-12-16,304.2099914550781
472,2019-12-17,315.4800109863281
473,2019-12-18,320.79998779296875
474,2019-12-19,332.2200012207031
475,2019-12-20,336.8999938964844
476,2019-12-21,335.0
477,2019-12-22,334.0500030517578
478,2019-12-23,333.1000061035156
479,2019-12-24,333.20001220703125
480,2019-12-25,332.9150085449219
481,2019-12-26,332.6300048828125
482,2019-12-27,329.0899963378906
483,2019-12-28,326.1999969482422
484,2019-12-29,324.75499725341797
485,2019-12-30,323.30999755859375
486,2019-12-31,323.57000732421875
487,2020-01-01,326.69000244140625
488,2020-01-02,329.80999755859375
489,2020-01-03,325.8999938964844
490,2020-01-04,330.864990234375
491,2020-01-05,333.3474884033203
492,2020-01-06,335.8299865722656
493,2020-01-07,330.75
494,2020-01-08,339.260009765625
495,2020-01-09,335.6600036621094
496,2020-01-10,329.04998779296875
497,2020-01-11,333.98500061035156
498,2020-01-12,336.45250701904297
499,2020-01-13,338.9200134277344
500,2020-01-14,338.69000244140625
501,2020-01-15,339.07000732421875
502,2020-01-16,338.6199951171875
503,2020-01-17,339.6700134277344
504,2020-01-18,338.88999938964844
505,2020-01-19,338.49999237060547
506,2020-01-20,338.304988861084
507,2020-01-21,338.1099853515625
508,2020-01-22,326.0
509,2020-01-23,349.6000061035156
510,2020-01-24,353.1600036621094
511,2020-01-25,348.02000427246094
512,2020-01-26,345.4500045776367
513,2020-01-27,342.8800048828125
514,2020-01-28,348.5199890136719
515,2020-01-29,343.1600036621094
516,2020-01-30,347.739990234375
517,2020-01-31,345.0899963378906
518,2020-02-01,351.5449981689453
519,2020-02-02,354.77249908447266
520,2020-02-03,358.0
521,2020-02-04,369.010009765625
522,2020-02-05,369.6700134277344
523,2020-02-06,366.95001220703125
524,2020-02-07,366.7699890136719
525,2020-02-08,368.9199981689453
526,2020-02-09,369.99500274658203
527,2020-02-10,371.0700073242188
528,2020-02-11,373.6900024414063
529,2020-02-12,380.010009765625
530,2020-02-13,381.3999938964844
531,2020-02-14,380.3999938964844
532,2020-02-15,384.0899963378906
533,2020-02-16,385.93499755859375
534,2020-02-17,386.8574981689453
535,2020-02-18,387.7799987792969
536,2020-02-19,386.1900024414063
537,2020-02-20,386.0
538,2020-02-21,380.0700073242188
539,2020-02-22,374.385009765625
540,2020-02-23,371.5425109863281
541,2020-02-24,368.70001220703125
542,2020-02-25,360.0899963378906
543,2020-02-26,379.239990234375
544,2020-02-27,371.7099914550781
545,2020-02-28,369.0299987792969
546,2020-02-29,375.0399932861328
547,2020-03-01,378.0449905395508
548,2020-03-02,381.0499877929688
549,2020-03-03,368.7699890136719
550,2020-03-04,383.7900085449219
551,2020-03-05,372.7799987792969
552,2020-03-06,368.9700012207031
553,2020-03-07,357.72999572753906
554,2020-03-08,352.10999298095703
555,2020-03-09,346.489990234375
556,2020-03-10,364.1300048828125
557,2020-03-11,349.9200134277344
558,2020-03-12,315.25
559,2020-03-13,336.29998779296875
560,2020-03-14,317.5699920654297
561,2020-03-15,308.20499420166016
562,2020-03-16,298.8399963378906
563,2020-03-17,319.75
564,2020-03-18,315.4700012207031
565,2020-03-19,332.0299987792969
566,2020-03-20,332.8299865722656
567,2020-03-21,346.54998779296875
568,2020-03-22,353.4099884033203
569,2020-03-23,360.2699890136719
570,2020-03-24,357.32000732421875
571,2020-03-25,342.3900146484375
572,2020-03-26,362.989990234375
573,2020-03-27,357.1199951171875
574,2020-03-28,364.0399932861328
575,2020-03-29,367.49999237060547
576,2020-03-30,370.9599914550781
577,2020-03-31,375.5
578,2020-04-01,364.0799865722656
579,2020-04-02,370.0799865722656
580,2020-04-03,361.760009765625
581,2020-04-04,370.86000061035156
582,2020-04-05,375.40999603271484
583,2020-04-06,379.9599914550781
584,2020-04-07,372.2799987792969
585,2020-04-08,371.1199951171875
586,2020-04-09,370.7200012207031
587,2020-04-10,383.7200012207031
588,2020-04-11,390.2200012207031
589,2020-04-12,393.4700012207031
590,2020-04-13,396.7200012207031
591,2020-04-14,413.5499877929688
592,2020-04-15,426.75
593,2020-04-16,439.1700134277344
594,2020-04-17,422.9599914550781
595,2020-04-18,430.22499084472656
596,2020-04-19,433.8574905395508
597,2020-04-20,437.489990234375
598,2020-04-21,433.8299865722656
599,2020-04-22,421.4200134277344
600,2020-04-23,426.70001220703125
601,2020-04-24,424.989990234375
602,2020-04-25,423.18499755859375
603,2020-04-26,422.2825012207031
604,2020-04-27,421.3800048828125
605,2020-04-28,403.8299865722656
606,2020-04-29,411.8900146484375
607,2020-04-30,419.8500061035156
608,2020-05-01,415.2699890136719
609,2020-05-02,421.7099914550781
610,2020-05-03,424.92999267578125
611,2020-05-04,428.1499938964844
612,2020-05-05,424.67999267578125
613,2020-05-06,434.260009765625
614,2020-05-07,436.5299987792969
615,2020-05-08,435.5499877929688
616,2020-05-09,438.0349884033203
617,2020-05-10,439.2774887084961
618,2020-05-11,440.5199890136719
619,2020-05-12,431.8200073242188
620,2020-05-13,438.2699890136719
621,2020-05-14,441.95001220703125
622,2020-05-15,454.1900024414063
623,2020-05-16,453.38499450683594
624,2020-05-17,452.9824905395508
625,2020-05-18,452.5799865722656
626,2020-05-19,451.0400085449219
627,2020-05-20,447.6700134277344
628,2020-05-21,436.25
629,2020-05-22,429.3200073242188
630,2020-05-23,422.0449981689453
631,2020-05-24,418.4074935913086
632,2020-05-25,416.58874130249023
633,2020-05-26,414.7699890136719
634,2020-05-27,419.8900146484375
635,2020-05-28,413.4400024414063
636,2020-05-29,419.7300109863281
637,2020-05-30,422.82501220703125
638,2020-05-31,424.3725128173828
639,2020-06-01,425.9200134277344
640,2020-06-02,427.30999755859375
641,2020-06-03,421.9700012207031
642,2020-06-04,414.3299865722656
643,2020-06-05,419.6000061035156
644,2020-06-06,419.5449981689453
645,2020-06-07,419.51749420166016
646,2020-06-08,419.489990234375
647,2020-06-09,434.0499877929688
648,2020-06-10,434.4800109863281
649,2020-06-11,425.55999755859375
650,2020-06-12,418.0700073242188
651,2020-06-13,421.7850036621094
652,2020-06-14,423.6425018310547
653,2020-06-15,425.5
654,2020-06-16,436.1300048828125
655,2020-06-17,447.7699890136719
656,2020-06-18,449.8699951171875
657,2020-06-19,453.7200012207031
658,2020-06-20,460.8800048828125
659,2020-06-21,464.4600067138672
660,2020-06-22,468.0400085449219
661,2020-06-23,466.260009765625
662,2020-06-24,457.8500061035156
663,2020-06-25,465.9100036621094
664,2020-06-26,443.3999938964844
665,2020-06-27,445.3199920654297
666,2020-06-28,446.27999114990234
667,2020-06-29,447.239990234375
668,2020-06-30,455.0400085449219
669,2020-07-01,485.6400146484375
670,2020-07-02,476.8900146484375
671,2020-07-03,485.3500061035156
672,2020-07-04,489.5800018310547
673,2020-07-05,491.6949996948242
674,2020-07-06,493.80999755859375
675,2020-07-07,493.1600036621094
676,2020-07-08,502.7799987792969
677,2020-07-09,507.760009765625
678,2020-07-10,548.72998046875
679,2020-07-11,537.114990234375
680,2020-07-12,531.3074951171875
681,2020-07-13,525.5
682,2020-07-14,524.8800048828125
683,2020-07-15,523.260009765625
684,2020-07-16,527.3900146484375
685,2020-07-17,492.989990234375
686,2020-07-18,497.6999969482422
687,2020-07-19,500.0550003051758
688,2020-07-20,502.4100036621094
689,2020-07-21,490.1000061035156
690,2020-07-22,489.8200073242188
691,2020-07-23,477.5799865722656
692,2020-07-24,480.45001220703125
693,2020-07-25,488.0500030517578
694,2020-07-26,491.8499984741211
695,2020-07-27,495.6499938964844
696,2020-07-28,488.510009765625
697,2020-07-29,484.4800109863281
698,2020-07-30,485.7999877929688
699,2020-07-31,488.8800048828125
700,2020-08-01,493.75
701,2020-08-02,496.18499755859375
702,2020-08-03,498.6199951171875
703,2020-08-04,509.6400146484375
704,2020-08-05,502.1099853515625
705,2020-08-06,509.0799865722656
706,2020-08-07,494.7300109863281
707,2020-08-08,489.0550079345703
708,2020-08-09,486.2175064086914
709,2020-08-10,483.3800048828125
710,2020-08-11,466.92999267578125
711,2020-08-12,475.4700012207031
712,2020-08-13,481.3299865722656
713,2020-08-14,482.67999267578125
714,2020-08-15,482.51499938964844
715,2020-08-16,482.43250274658203
716,2020-08-17,482.3500061035156
717,2020-08-18,491.8699951171875
718,2020-08-19,484.5299987792969
719,2020-08-20,497.8999938964844
720,2020-08-21,492.30999755859375
721,2020-08-22,490.55999755859375
722,2020-08-23,489.68499755859375
723,2020-08-24,488.80999755859375
724,2020-08-25,490.5799865722656
725,2020-08-26,547.530029296875
726,2020-08-27,526.27001953125
727,2020-08-28,523.8900146484375
728,2020-08-29,526.7250061035156
729,2020-08-30,528.1425018310547
730,2020-08-31,529.5599975585939
731,2020-09-01,556.5499877929689
732,2020-09-02,552.8400268554689
733,2020-09-03,525.75
734,2020-09-04,516.0499877929689
735,2020-09-05,511.53498840332037
736,2020-09-06,509.2774887084961
737,2020-09-07,508.148738861084
738,2020-09-08,507.0199890136719
739,2020-09-09,500.1900024414063
740,2020-09-10,480.6700134277344
741,2020-09-11,482.0299987792969
742,2020-09-12,479.14500427246094
743,2020-09-13,477.70250701904297
744,2020-09-14,476.260009765625
745,2020-09-15,495.989990234375
746,2020-09-16,483.8599853515625
747,2020-09-17,470.20001220703125
748,2020-09-18,469.9599914550781
749,2020-09-19,478.6549987792969
750,2020-09-20,483.00250244140625
751,2020-09-21,487.3500061035156
752,2020-09-22,491.1700134277344
753,2020-09-23,470.6099853515625
754,2020-09-24,473.0799865722656
755,2020-09-25,482.8800048828125
756,2020-09-26,486.76499938964844
757,2020-09-27,488.7074966430664
758,2020-09-28,490.6499938964844
759,2020-09-29,493.4800109863281
760,2020-09-30,500.0299987792969
761,2020-10-01,527.510009765625
762,2020-10-02,503.05999755859375
763,2020-10-03,511.8550109863281
764,2020-10-04,516.2525177001953
765,2020-10-05,520.6500244140625
766,2020-10-06,505.8699951171875
767,2020-10-07,534.6599731445311
768,2020-10-08,531.7899780273439
769,2020-10-09,539.4400024414061
770,2020-10-10,539.625
771,2020-10-11,539.7174987792969
772,2020-10-12,539.8099975585939
773,2020-10-13,554.0900268554689
774,2020-10-14,541.4500122070311
775,2020-10-15,541.9400024414061
776,2020-10-16,530.7899780273439
777,2020-10-17,530.7549743652344
778,2020-10-18,530.7374725341797
779,2020-10-19,530.719970703125
780,2020-10-20,525.4199829101561
781,2020-10-21,489.0499877929688
782,2020-10-22,485.2300109863281
783,2020-10-23,488.2799987792969
784,2020-10-24,488.25999450683594
785,2020-10-25,488.24999237060547
786,2020-10-26,488.239990234375
787,2020-10-27,488.92999267578125
788,2020-10-28,486.239990234375
789,2020-10-29,504.2099914550781
790,2020-10-30,475.739990234375
791,2020-10-31,479.92999267578125
792,2020-11-01,482.0249938964844
793,2020-11-02,484.1199951171875
794,2020-11-03,487.2200012207031
795,2020-11-04,496.95001220703125
796,2020-11-05,513.760009765625
797,2020-11-06,514.72998046875
798,2020-11-07,492.614990234375
799,2020-11-08,481.5574951171875
800,2020-11-09,470.5
801,2020-11-10,480.239990234375
802,2020-11-11,490.760009765625
803,2020-11-12,486.7699890136719
804,2020-11-13,482.8399963378906
805,2020-11-14,480.9700012207031
806,2020-11-15,480.0350036621094
807,2020-11-16,479.1000061035156
808,2020-11-17,480.6300048828125
809,2020-11-18,481.7900085449219
810,2020-11-19,484.6700134277344
811,2020-11-20,488.239990234375
812,2020-11-21,482.42999267578125
813,2020-11-22,479.5249938964844
814,2020-11-23,476.6199951171875
815,2020-11-24,482.8800048828125
816,2020-11-25,485.0
817,2020-11-26,488.17999267578125
818,2020-11-27,491.3599853515625
819,2020-11-28,491.0299987792969
820,2020-11-29,490.86500549316406
821,2020-11-30,490.70001220703125
822,2020-12-01,504.5799865722656
823,2020-12-02,503.3800048828125
824,2020-12-03,497.5199890136719
825,2020-12-04,498.30999755859375
826,2020-12-05,507.0450134277344
827,2020-12-06,511.4125213623047
828,2020-12-07,515.780029296875
829,2020-12-08,512.6599731445311
830,2020-12-09,493.6000061035156
831,2020-12-10,501.0899963378906
832,2020-12-11,503.2200012207031
833,2020-12-12,512.8199920654297
